brand,categories,content,discount,num_review,product,regular,star,title
Trifexis,"Dog,Flea & Tick,Oral Treatments",This was given to my new dog at the humane society and my vet agreed that it is a good choice and works well.,113.99,106,"Trifexis Chewable Tablets for Dogs, 40.1-60 lbs, 6 treatments (Blue Box)",119.99,4.8,recommended by the humane society
Trifexis,"Dog,Flea & Tick,Oral Treatments",Same product and saved nearly $40!! This will be on autoship until the end of time!,113.99,106,"Trifexis Chewable Tablets for Dogs, 40.1-60 lbs, 6 treatments (Blue Box)",119.99,4.8,Huge money savings!
Trifexis,"Dog,Flea & Tick,Oral Treatments","I purchased trifexis, dog food, and red barn natural roll (treats) and I’m thrilled about the lower cost! I have 3 dogs and keeping up a routine with them takes some endurance! I love chewy.",113.99,106,"Trifexis Chewable Tablets for Dogs, 40.1-60 lbs, 6 treatments (Blue Box)",119.99,4.8,Great and unbeatable!
Simparica,"Dog,Flea & Tick,Oral Treatments",I brought for my 5 fur babies and they are still itching like crazy!!! Is this a side effect to this pill?,83.79,85,"Simparica Chewable Tablets for Dogs, 11.1-22 lbs (Orange Box)",88.2,4.7,NOT WORKING
Simparica,"Dog,Flea & Tick,Oral Treatments","Good product works well and much less expensive than Nexgard. And when you buying meds for 5 furbabies, you have to watch your expenditures!",83.79,85,"Simparica Chewable Tablets for Dogs, 11.1-22 lbs (Orange Box)",88.2,4.7,"Simparica Chewable Tablets for Dogs, 11.1-22 lbs (Orange Box)"
Simparica,"Dog,Flea & Tick,Oral Treatments",Same medication as vet prescribed but at half the price!! Win win,83.79,85,"Simparica Chewable Tablets for Dogs, 11.1-22 lbs (Orange Box)",88.2,4.7,This really works
Simparica,"Dog,Flea & Tick,Oral Treatments",My little Daisy has been taking this medication for years. I finally found a place that is a lot less money.  Why didn't I research this sooner!,83.79,85,"Simparica Chewable Tablets for Dogs, 11.1-22 lbs (Orange Box)",88.2,4.7,Great product - less cost
Simparica,"Dog,Flea & Tick,Oral Treatments","This is a wonderful product I've been using it for two years now and never had a problem with tics or fleas, just started ordering it from chewy.com I love their promot response and dilevery",83.79,85,"Simparica Chewable Tablets for Dogs, 11.1-22 lbs (Orange Box)",88.2,4.7,Simparica for dogs chewables
Trifexis,"Dog,Flea & Tick,Oral Treatments",Vet recommended and easy to administer especially in a slice if ham!,113.99,106,"Trifexis Chewable Tablets for Dogs, 40.1-60 lbs, 6 treatments (Blue Box)",119.99,4.8,Easy because is is all in one
Credelio,"Dog,Flea & Tick,Oral Treatments","Had a new neighbor move in with a flea-infested cat they let roam. Furious! AdvantixII, natural flea baths, chemical flea baths, house sprays, constant cleaning and vacuuming, and even had an exterminator spray the yard. Nothing worked like this prescription! Results were immediate. Chewy made getting my Vet's prescription and shipping this item an absolute breeze. Love you, Chewy!",18.52,26,"Credelio Chewable Tablet for Dogs, 12.1-25 lbs (Orange Box)",19.49,4.5,It Really Works!
Trifexis,"Dog,Flea & Tick,Oral Treatments",I have been using this product for over 12 years and never experienced a problem.,113.99,106,"Trifexis Chewable Tablets for Dogs, 40.1-60 lbs, 6 treatments (Blue Box)",119.99,4.8,"12, years and counting"
Trifexis,"Dog,Flea & Tick,Oral Treatments","I just gave this to my large German shepherd puppy today, I’m not entirely sure if it works yet however the pill was quite large but he ate it no problem. He is a very picky eater and absolutely loved this chewable tablet. I will update my review in a couple months if this works on my baby or not as yard is very heavily infested with fleas and ticks and so far it’s been nearly impossible trying to keep him flea free.",113.99,106,"Trifexis Chewable Tablets for Dogs, 40.1-60 lbs, 6 treatments (Blue Box)",119.99,4.8,Just gave to my dog today
Simparica,"Dog,Flea & Tick,Oral Treatments",my dogs are scratching more now than ever before so this is NOT working for them,83.79,85,"Simparica Chewable Tablets for Dogs, 11.1-22 lbs (Orange Box)",88.2,4.7,Simparica flea tab
Simparica,"Dog,Flea & Tick,Oral Treatments","My vet  recommend this to me
And it works great . It’s cheaper to purchase on chewy and I’m waiting for it to go on sale here so I can purchase.",83.79,85,"Simparica Chewable Tablets for Dogs, 11.1-22 lbs (Orange Box)",88.2,4.7,Best one out there
Simparica,"Dog,Flea & Tick,Oral Treatments","I have a 1.5 year old corgi, possibly corgi mix we aren't sure, but he is very low to the ground and has an incredibly thick undercoat, AND hes black, so tick checking him isn't exactly the easiest thing to do. I've read that a lot of flea and tick preventatives aren't good for your dog, so at first I tried a 3 month chewable instead. These did not work for my dog at all. I had given him a tick shampoo bath after a walk in the park and 4 ticks hopped off of him. Since I switched to Simparica my dog has had zero ticks! This product is awesome too because they will send you 6 months worth at a time, the perfect amount for tick season!",83.79,85,"Simparica Chewable Tablets for Dogs, 11.1-22 lbs (Orange Box)",88.2,4.7,Best for the price
Simparica,"Dog,Flea & Tick,Oral Treatments",I like Simparica over the topical treatment I used to put on my dogs. This is so easy.,83.79,85,"Simparica Chewable Tablets for Dogs, 11.1-22 lbs (Orange Box)",88.2,4.7,Simparica is great!
Simparica,"Dog,Flea & Tick,Oral Treatments","It's work on my furbabies. No fleas or ticks
Flavor is great taste",83.79,85,"Simparica Chewable Tablets for Dogs, 11.1-22 lbs (Orange Box)",88.2,4.7,Great products
Credelio,"Dog,Flea & Tick,Oral Treatments",I had a lot of faith in this one. Just didn’t work at all for her :(,18.52,26,"Credelio Chewable Tablet for Dogs, 12.1-25 lbs (Orange Box)",19.49,4.5,Didn’t work
Trifexis,"Dog,Flea & Tick,Oral Treatments",I have been using Trifexis for several years and it is a great product.  The price from Chewy.com is so much better than my Veterinary Hospital and the Autoship makes it so easy.,113.99,106,"Trifexis Chewable Tablets for Dogs, 40.1-60 lbs, 6 treatments (Blue Box)",119.99,4.8,Trifexis 40-60 lbs
Credelio,"Dog,Flea & Tick,Oral Treatments","I recently moved to a high tick infested area. Needless to say, I could not walk my dog without her getting at least 1 tick. I let her out in our back yard since she was on Advantage II and I found 12 ticks that night. Our Veterinarian recommend the Seresto collar, which didn’t fully work. The collar is supposed to repel ticks completely and I would find them dead but attached. My Veterinarian then recommend to try the chewing one and gave me Credelio since it works faster than most for ticks. I love this. This has been a life savor. I do find ticks on her but I find them attached and dead (not engorged).  We are at peace knowing that they will not get her sick. I will highly recommend.",18.52,26,"Credelio Chewable Tablet for Dogs, 12.1-25 lbs (Orange Box)",19.49,4.5,I will only use this product!!!
Trifexis,"Dog,Flea & Tick,Oral Treatments",It is great to get this sent right to my door.  Thanks,113.99,106,"Trifexis Chewable Tablets for Dogs, 40.1-60 lbs, 6 treatments (Blue Box)",119.99,4.8,Trifexis to go
Trifexis,"Dog,Flea & Tick,Oral Treatments","I am extremely happy with the way this order went. Getting my vet to send the prescription was fast and easy, now with autoship, I don't have to bring my dog in to get weighed every six months. One less worry. Thanks Chewy!",113.99,106,"Trifexis Chewable Tablets for Dogs, 40.1-60 lbs, 6 treatments (Blue Box)",119.99,4.8,Way faster than a vet visit!
Simparica,"Dog,Flea & Tick,Oral Treatments",We have never had issues with fleas until this year. Nothing was working until we tried this! Fleas are completely gone!,83.79,85,"Simparica Chewable Tablets for Dogs, 11.1-22 lbs (Orange Box)",88.2,4.7,Finally something that works
Simparica,"Dog,Flea & Tick,Oral Treatments","I ordered the simparica for my maltese Zak, great service from a great company as always.",83.79,85,"Simparica Chewable Tablets for Dogs, 11.1-22 lbs (Orange Box)",88.2,4.7,Awesome product
Simparica,"Dog,Flea & Tick,Oral Treatments",I've been using this on my small dogs for  while and I never see any fleas on them. They chew it up too.,83.79,85,"Simparica Chewable Tablets for Dogs, 11.1-22 lbs (Orange Box)",88.2,4.7,WORKS WELL
Simparica,"Dog,Flea & Tick,Oral Treatments",Our dog has no problem taking these and they work.  No fleas or ticks and we live in the country.,83.79,85,"Simparica Chewable Tablets for Dogs, 11.1-22 lbs (Orange Box)",88.2,4.7,Great Price
Credelio,"Dog,Flea & Tick,Oral Treatments","Worked in the winter,  but isn't working in the Florida heat for the full 30 days.  The flea still had to bite our dog, which is leaving him itchy.  We're looking at switching products.  He's been on Credelio 4 months.",18.52,26,"Credelio Chewable Tablet for Dogs, 12.1-25 lbs (Orange Box)",19.49,4.5,Meh .. worked for a bit
Credelio,"Dog,Flea & Tick,Oral Treatments","We’ve only had the product for one round of application, but my furry friend is no longer itching. That’s a total plus for our household! So far so good!!!",18.52,26,"Credelio Chewable Tablet for Dogs, 12.1-25 lbs (Orange Box)",19.49,4.5,Great product
Trifexis,"Dog,Flea & Tick,Oral Treatments",Love this product and price is not too high fast shipping,113.99,106,"Trifexis Chewable Tablets for Dogs, 40.1-60 lbs, 6 treatments (Blue Box)",119.99,4.8,Great product
Credelio,"Dog,Flea & Tick,Oral Treatments",Carter has a terrible flea bite reaction and every flea medicine we used did work and flea would still bite him even if he was carrying the flea this medicine actually prevented him from even getting bit by fleas when we went hiking,18.52,26,"Credelio Chewable Tablet for Dogs, 12.1-25 lbs (Orange Box)",19.49,4.5,Works great
Trifexis,"Dog,Flea & Tick,Oral Treatments",Always a great product.  My two dogs have been taking these pills for years.  Easy to dispense and for dogs to eat.  Never experienced any side effects.  Give extra food when you dispense and the dogs will love you on pill call day.,113.99,106,"Trifexis Chewable Tablets for Dogs, 40.1-60 lbs, 6 treatments (Blue Box)",119.99,4.8,Great product
Trifexis,"Dog,Flea & Tick,Oral Treatments",mileys been on Trifexis for almost 5 years now. we have never found a flea on her or has she ever come up poisitve for heartworm or any other kinds of parasites,113.99,106,"Trifexis Chewable Tablets for Dogs, 40.1-60 lbs, 6 treatments (Blue Box)",119.99,4.8,never change
Simparica,"Dog,Flea & Tick,Oral Treatments","Fleas are gone, no more itching and scratching. Dogs are much happier and so am I!",83.79,85,"Simparica Chewable Tablets for Dogs, 11.1-22 lbs (Orange Box)",88.2,4.7,No more fleas
Simparica,"Dog,Flea & Tick,Oral Treatments","Chewy is great ! All the products are
tops and save me money..",83.79,85,"Simparica Chewable Tablets for Dogs, 11.1-22 lbs (Orange Box)",88.2,4.7,Great Product
Simparica,"Dog,Flea & Tick,Oral Treatments",My vet wanted me to switch to Simparica. I gave it to my fur babies and there were no side effects from it. I had no problem giving it. They gobbled it right down. Lol,83.79,85,"Simparica Chewable Tablets for Dogs, 11.1-22 lbs (Orange Box)",88.2,4.7,Simparica Chews
Credelio,"Dog,Flea & Tick,Oral Treatments","Have used chewy for ordering food, toys, but first time for medications.  It was easy and quick.  Chewy contacted my vet and I received the meds quickly. Love Chewy",18.52,26,"Credelio Chewable Tablet for Dogs, 12.1-25 lbs (Orange Box)",19.49,4.5,Easy process.
Credelio,"Dog,Flea & Tick,Oral Treatments",This product works great but 2 hours after giving it to my dog each month he has diarrhea.,18.52,26,"Credelio Chewable Tablet for Dogs, 12.1-25 lbs (Orange Box)",19.49,4.5,works good but upset belly
Trifexis,"Dog,Flea & Tick,Oral Treatments",My last purchase was for Trifexis. This flea medicine is incredible! I will never use another  product on my dog!,113.99,106,"Trifexis Chewable Tablets for Dogs, 40.1-60 lbs, 6 treatments (Blue Box)",119.99,4.8,Great stuff!
Credelio,"Dog,Flea & Tick,Oral Treatments","I have 3 older dogs that have never had fleas until we moved into a new house. They have always been on a flea preventative but apparently they became immune. I tried more expensive flea meds, vacuumed frequently, used dog, house and yard spays. I even tried putting salt on the carpet as I read this would help kills fleas as well. My dogs would seem clear for about a day after bathing with flea shampoo but then they quickly returned. Since we moved too far from our previous vet, I found one closer and asked for help. I cannot tell you how wonderful it is to have had the fleas gone what seemed like immediately. One of my dogs was allergic to the fleas and was constantly itching, I was getting ",18.52,26,"Credelio Chewable Tablet for Dogs, 12.1-25 lbs (Orange Box)",19.49,4.5,Worked when nothing else did!
Trifexis,"Dog,Flea & Tick,Oral Treatments","This is a great product to rid your pet of fleas, tics, and heartworm.  The service from Chewy is exactly as they say.",113.99,106,"Trifexis Chewable Tablets for Dogs, 40.1-60 lbs, 6 treatments (Blue Box)",119.99,4.8,Great product
Trifexis,"Dog,Flea & Tick,Oral Treatments",THIS IS MY FIRST PURCHASE WITH CHEWY I WAS VERY HAPPY WITH THE GREAT CUSTOMER SERVICE. WE HAVE USED TRIFEXIS FOR 2 YEARS AND HAVE HAD GOOD LUCK WITH IT.,113.99,106,"Trifexis Chewable Tablets for Dogs, 40.1-60 lbs, 6 treatments (Blue Box)",119.99,4.8,GREAT CUSTOMER SERVICE
Simparica,"Dog,Flea & Tick,Oral Treatments","It did nothing for my two dogs. I would never recommend this to anyone. My dogs are inside most of the time and they have just as many fleas as before.
Two Thumbs down",83.79,85,"Simparica Chewable Tablets for Dogs, 11.1-22 lbs (Orange Box)",88.2,4.7,Terrible  for prescription
Simparica,"Dog,Flea & Tick,Oral Treatments","My dog always had a reaction to the liquid stuff, running around and rolling on the floor. With this tablet it is so much better - it keeps the pests off and I have not yet seen him react badly to it",83.79,85,"Simparica Chewable Tablets for Dogs, 11.1-22 lbs (Orange Box)",88.2,4.7,better than liquid
